CODAGENTE,NOMEDOGRUPO,CODGRUPO,VOLUME,FATURAMENTO,CODEMPRESA
1031,LIMPEZA E CONSERVACAO,21,1.0,25.99,27
1031,COMBUSTIVEIS -  GNV,25,65.6023,307.67,27
1616,COMBUSTIVEIS LIQUIDOS,1,1955.7993,11158.83,27
1616,COMBUSTIVEIS -  GNV,25,332.5422,1559.6,27
3725,COMBUSTIVEIS LIQUIDOS,1,1488.8109,8890.4,27
3725,COMBUSTIVEIS -  GNV,25,117.5752,551.42,27
4195,COMBUSTIVEIS LIQUIDOS,1,7375.5189,41289.0,27
4195,LUBRIFICANTES,4,4.0,124.97,27
4195,ADITIVOS E FLUIDOS,5,10.0,426.89,27
4195,DIVERSOS GERAIS - VEICULOS,8,1.0,24.99,27
4195,LIMPEZA E CONSERVACAO,21,5.0,85.15,27
4195,COMBUSTIVEIS -  GNV,25,26.5038,124.3,27
4195,PALHETA AUTOMOTIVA,29,3.0,132.5,27
23309,COMBUSTIVEIS LIQUIDOS,1,5333.3798,31003.06,27
23309,LUBRIFICANTES,4,10.0,332.94,27
23309,ADITIVOS E FLUIDOS,5,8.0,281.99,27
23309,LIMPEZA E CONSERVACAO,21,2.0,35.98,27
23309,COMBUSTIVEIS -  GNV,25,307.1369,1440.45,27
26468,COMBUSTIVEIS LIQUIDOS,1,2758.5826,15210.82,27
26468,LUBRIFICANTES,4,1.0,31.99,27
26468,ADITIVOS E FLUIDOS,5,1.0,39.9,27
26468,COMBUSTIVEIS -  GNV,25,424.1238,1989.11,27
26470,COMBUSTIVEIS LIQUIDOS,1,1787.0586,9701.05,27
26470,LUBRIFICANTES,4,5.0,125.93,27
26470,LIMPEZA E CONSERVACAO,21,2.0,36.82,27
26470,COMBUSTIVEIS -  GNV,25,1744.2194,8180.25,27
26471,COMBUSTIVEIS LIQUIDOS,1,1631.5983,9177.92,27
26471,COMBUSTIVEIS -  GNV,25,366.2848,1717.84,27
26472,COMBUSTIVEIS LIQUIDOS,1,4190.1025,23701.78,27
26472,LUBRIFICANTES,4,2.0,56.98,27
26472,ADITIVOS E FLUIDOS,5,3.0,90.99,27
26472,DIVERSOS GERAIS - VEICULOS,8,4.0,64.5,27
26472,LIMPEZA E CONSERVACAO,21,5.0,83.46,27
26472,COMBUSTIVEIS -  GNV,25,680.4198,3191.11,27
26472,PALHETA AUTOMOTIVA,29,2.0,62.99,27
29515,COMBUSTIVEIS LIQUIDOS,1,948.7084,5194.79,27
29515,LUBRIFICANTES,4,6.0,146.94,27
29515,ADITIVOS E FLUIDOS,5,2.0,74.9,27
29515,DIVERSOS GERAIS - VEICULOS,8,1.0,18.41,27
29515,LIMPEZA E CONSERVACAO,21,10.0,178.34,27
29515,COMBUSTIVEIS -  GNV,25,3240.7975,15199.1,27
30458,COMBUSTIVEIS LIQUIDOS,1,3956.9453,21670.33,27
30458,LUBRIFICANTES,4,1.0,26.99,27
30458,ADITIVOS E FLUIDOS,5,13.0,519.96,27
30458,DIVERSOS GERAIS - VEICULOS,8,1.0,24.0,27
30458,COMBUSTIVEIS -  GNV,25,4.64,21.76,27
30459,COMBUSTIVEIS LIQUIDOS,1,5179.785,30808.48,27
30459,LUBRIFICANTES,4,4.0,113.98,27
30459,ADITIVOS E FLUIDOS,5,1.0,30.99,27
30459,DIVERSOS GERAIS - VEICULOS,8,3.0,54.71,27
30459,LIMPEZA E CONSERVACAO,21,2.0,48.18,27
30459,COMBUSTIVEIS -  GNV,25,25.3287,118.79,27
30459,PALHETA AUTOMOTIVA,29,1.0,34.0,27
34265,COMBUSTIVEIS LIQUIDOS,1,4836.9797,26970.29,27
34265,LUBRIFICANTES,4,8.0,298.92,27
34265,ADITIVOS E FLUIDOS,5,8.0,309.94,27
34265,LIMPEZA E CONSERVACAO,21,9.0,223.99,27
34265,COMBUSTIVEIS -  GNV,25,281.2382,1318.98,27
34730,COMBUSTIVEIS LIQUIDOS,1,1672.6333,9069.44,27
34730,LUBRIFICANTES,4,3.0,136.98,27
34730,LIMPEZA E CONSERVACAO,21,1.0,9.99,27
34730,COMBUSTIVEIS -  GNV,25,1540.7983,7226.22,27
34730,PALHETA AUTOMOTIVA,29,4.0,125.98,27
3046,COMBUSTIVEIS LIQUIDOS,1,7306.5871,43600.17,30
3046,AGENTE REDUTOR,2,75.0041,572.26,30
3046,LUBRIFICANTES,4,3.0,351.98,30
3046,ADITIVOS E FLUIDOS,5,4.0,135.96,30
3046,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,30
3307,COMBUSTIVEIS LIQUIDOS,1,3804.855,22448.05,30
3307,AGENTE REDUTOR,2,45.4322,135.84,30
3307,LUBRIFICANTES,4,2.0,67.98,30
3307,FILTROS DE COMBUSTIVEIS,7,2.0,233.99,30
3307,DIVERSOS GERAIS - VEICULOS,8,2.0,33.72,30
3307,LIMPEZA E CONSERVACAO,21,3.0,47.46,30
3310,COMBUSTIVEIS LIQUIDOS,1,1544.6926,9086.12,30
3418,COMBUSTIVEIS LIQUIDOS,1,201.9146,1185.72,30
3418,LUBRIFICANTES,4,2.0,134.98,30
3418,ADITIVOS E FLUIDOS,5,1.0,47.99,30
3418,LIMPEZA E CONSERVACAO,21,7.0,114.49,30
3419,COMBUSTIVEIS LIQUIDOS,1,1554.2079,9101.39,30
3419,LUBRIFICANTES,4,1.0,27.99,30
3538,COMBUSTIVEIS LIQUIDOS,1,6288.8921,37571.18,30
3538,AGENTE REDUTOR,2,92.9174,1056.02,30
3538,LUBRIFICANTES,4,6.0,440.94,30
3538,ADITIVOS E FLUIDOS,5,2.0,55.98,30
3538,DIVERSOS GERAIS - VEICULOS,8,3.0,52.5,30
3538,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,30
3538,PALHETA AUTOMOTIVA,29,1.0,69.99,30
3539,COMBUSTIVEIS LIQUIDOS,1,264.7424,1582.34,30
3541,COMBUSTIVEIS LIQUIDOS,1,508.4471,3029.98,30
3541,LUBRIFICANTES,4,0.5002,19.0,30
3542,COMBUSTIVEIS LIQUIDOS,1,79.3081,465.53,30
3606,COMBUSTIVEIS LIQUIDOS,1,725.091,4279.09,30
3608,COMBUSTIVEIS LIQUIDOS,1,6860.0307,41291.66,30
3608,AGENTE REDUTOR,2,68.737,379.52,30
3608,LUBRIFICANTES,4,10.0,319.91,30
3608,ADITIVOS E FLUIDOS,5,16.0,663.46,30
3608,FILTROS DE OLEO E AR,6,1.0,93.0,30
3608,DIVERSOS GERAIS - VEICULOS,8,2.0,33.72,30
3608,PECAS E ACESSORIOS VEICULO ,10,2.0,76.0,30
3608,LIMPEZA E CONSERVACAO,21,2.0,41.3,30
3608,PALHETA AUTOMOTIVA,29,13.0,395.0,30
3672,COMBUSTIVEIS LIQUIDOS,1,605.9481,3594.45,30
3728,COMBUSTIVEIS LIQUIDOS,1,557.5978,3276.51,30
3728,LUBRIFICANTES,4,70.5006,3845.35,30
3728,ADITIVOS E FLUIDOS,5,11.0,439.9,30
3728,FILTROS DE OLEO E AR,6,22.0,842.96,30
3728,FILTROS DE COMBUSTIVEIS,7,6.0,648.97,30
3729,COMBUSTIVEIS LIQUIDOS,1,815.6925,4772.94,30
3729,AGENTE REDUTOR,2,12.1104,36.21,30
3729,DIVERSOS GERAIS - VEICULOS,8,4.0,68.09,30
3729,LIMPEZA E CONSERVACAO,21,2.0,38.81,30
3731,COMBUSTIVEIS LIQUIDOS,1,2642.9241,15830.11,30
3731,AGENTE REDUTOR,2,89.703,268.21,30
3731,DIVERSOS GERAIS - VEICULOS,8,1.0,17.5,30
3731,LIMPEZA E CONSERVACAO,21,1.0,6.6,30
7667,COMBUSTIVEIS LIQUIDOS,1,2533.2328,14889.07,30
7667,AGENTE REDUTOR,2,32.275,96.5,30
7667,LUBRIFICANTES,4,3.0,88.97,30
11291,COMBUSTIVEIS LIQUIDOS,1,732.4997,4382.96,30
11291,AGENTE REDUTOR,2,12.699,37.97,30
11291,LUBRIFICANTES,4,62.0,3460.4,30
11291,ADITIVOS E FLUIDOS,5,9.0,447.45,30
11291,FILTROS DE OLEO E AR,6,15.0,735.44,30
11291,FILTROS DE COMBUSTIVEIS,7,4.0,251.97,30
11291,LIMPEZA E CONSERVACAO,21,1.0,18.99,30
11292,COMBUSTIVEIS LIQUIDOS,1,13484.0164,80027.52,30
11292,AGENTE REDUTOR,2,289.7507,927.48,30
11292,LUBRIFICANTES,4,4.0,198.98,30
11292,ADITIVOS E FLUIDOS,5,5.0,154.95,30
11292,LIMPEZA E CONSERVACAO,21,1.0,9.99,30
12777,COMBUSTIVEIS LIQUIDOS,1,2503.2759,14739.8,30
12777,AGENTE REDUTOR,2,18.0,53.82,30
12777,LUBRIFICANTES,4,1.0,49.99,30
12777,ADITIVOS E FLUIDOS,5,3.0,118.98,30
12777,DIVERSOS GERAIS - VEICULOS,8,2.0,34.36,30
12777,LIMPEZA E CONSERVACAO,21,5.0,82.92,30
25398,COMBUSTIVEIS LIQUIDOS,1,4296.8077,25488.81,30
25398,AGENTE REDUTOR,2,7.141,21.35,30
25398,LUBRIFICANTES,4,6.0,168.97,30
25398,DIVERSOS GERAIS - VEICULOS,8,1.0,16.86,30
25398,LIMPEZA E CONSERVACAO,21,7.0,103.45,30
31870,COMBUSTIVEIS LIQUIDOS,1,4687.2394,28011.75,30
31870,AGENTE REDUTOR,2,20.0402,59.92,30
31870,LUBRIFICANTES,4,3.0,92.97,30
31870,ADITIVOS E FLUIDOS,5,1.0,30.99,30
34640,COMBUSTIVEIS LIQUIDOS,1,3595.5152,21488.13,30
34640,AGENTE REDUTOR,2,100.1041,386.31,30
34640,DIVERSOS GERAIS - VEICULOS,8,1.0,17.5,30
